geoid,median_income,pct_housing_pre_1950,poverty_rate,children_under_6_rate,minority_share,median_housing_year,acs_year
340010119012,,0.3316831683168317,,0.09571984435797666,0.7945525291828794,1957.0,2022
340010119021,,0.16232771822358347,,0.0,0.8771306818181819,1986.0,2022
340010119022,49409.0,0.28841201716738196,,0.07202304737516005,0.7810499359795134,1985.0,2022
340010120001,54130.0,0.1586608442503639,,0.11764705882352941,0.7715458276333789,1961.0,2022
340010120002,57650.0,0.2870662460567823,,0.10733944954128441,0.7697247706422018,1963.0,2022
340010121001,58750.0,0.6862745098039216,,0.044072948328267476,0.8928571428571429,1943.0,2022
340010121002,34575.0,0.4330097087378641,,0.08743523316062177,0.608160621761658,1961.0,2022
340010122001,48350.0,0.2324561403508772,,0.09442353746151215,0.786178583646938,1984.0,2022
340010122002,105795.0,0.3764988009592326,,0.08409785932721713,0.6987767584097859,1962.0,2022
340010122003,47368.0,0.1947019867549669,,0.028236914600550965,0.6287878787878788,1984.0,2022
340010123021,156071.0,0.0650730411686587,,0.014438751746623195,0.28691197019096415,1975.0,2022
340010123022,69875.0,0.08118811881188119,,0.014419610670511895,0.36121124729632303,1962.0,2022
340010124011,72760.0,0.22088353413654618,,0.038330907326540514,0.09704027171276075,1971.0,2022
340010124012,142961.0,0.34814814814814815,,0.038600723763570564,0.022919179734619988,1955.0,2022
340010124021,100125.0,0.17182662538699692,,0.04457225017972682,0.1473759884974838,1958.0,2022
340010124022,114948.0,0.2425531914893617,,0.06969205834683954,0.23987034035656407,1960.0,2022
340010125011,101375.0,0.02,,0.02484848484848485,0.0884848484848485,1987.0,2022
340010125012,126719.0,0.4548022598870056,,0.1049645390070922,0.26524822695035466,1954.0,2022
340010125021,112569.0,0.07920792079207921,,0.014460511679644048,0.16907675194660732,1968.0,2022
340010125022,155241.0,0.02875399361022364,,0.05227882037533512,0.12064343163538871,1969.0,2022
340010126021,157250.0,0.15098039215686274,,0.0679886685552408,0.16147308781869685,1966.0,2022
340010127011,98472.0,0.0,,0.0196078431372549,0.12885154061624648,1967.0,2022
340010127012,86641.0,0.042134831460674156,,0.0,0.03929273084479368,1959.0,2022
340010127013,69611.0,0.0,,0.01384083044982699,0.2647058823529411,1977.0,2022
340010127021,66007.0,0.014623172103487065,,0.06382978723404255,0.2468085106382979,1967.0,2022
340010128011,42083.0,0.16196615632554393,,0.20310765815760268,0.3965963743988161,1968.0,2022
340010128012,57740.0,0.2409288824383164,,0.018565400843881856,0.3831223628691983,1970.0,2022
340010128021,95227.0,0.16825396825396827,,0.037104072398190045,0.018099547511312264,1976.0,2022
340010128022,63083.0,0.3445544554455445,,0.06792452830188679,0.026415094339622636,1971.0,2022
340010130001,122639.0,0.12710566615620214,,0.0568,0.02400000000000002,1970.0,2022
340010130002,108472.0,0.34968017057569295,,0.0,0.0,1955.0,2022
340010130003,127607.0,0.1502086230876217,,0.0,0.10348162475822054,1965.0,2022
340010130004,84464.0,0.3777197563098346,,0.0,0.0,1958.0,2022
340010131011,202813.0,0.36644798500468606,,0.001990049751243781,0.05572139303482582,1957.0,2022
340010131021,93073.0,0.1699867197875166,,0.0,0.0,1963.0,2022
340010131022,116012.0,0.09182530795072788,,0.0,0.10306406685236769,1967.0,2022
340010131023,102759.0,0.0673665791776028,,0.0,0.13235294117647056,1974.0,2022
340010132011,89125.0,0.5497382198952879,,0.03654822335025381,0.5634517766497462,1944.0,2022
340010132012,83691.0,0.7625570776255708,,0.02090032154340836,0.522508038585209,1938.0,2022
340010132013,43750.0,0.19647577092511012,,0.006417112299465241,0.054545454545454564,1966.0,2022
340010132021,94643.0,0.46618705035971225,,0.0,0.14175257731958768,1952.0,2022
